Key,File,Type,english
plantedGoldenrod1_U,blocks,Farming,"Goldenrod (Seed, Underground)"
plantedGoldenrod2_U,blocks,Farming,"Goldenrod (Growing, Underground)"
plantedGoldenrod3_U,blocks,Farming,"Goldenrod (Underground)"
plantedGoldenrod1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_UF,blocks,Farming,"Goldenrod (Seed, Underground, Fast Growth)"
plantedGoldenrod2_UF,blocks,Farming,"Goldenrod (Growing, Underground, Fast Growth)"
plantedGoldenrod3_UF,blocks,Farming,"Goldenrod (Underground, Fast Growth)"
plantedGoldenrod1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_UE,blocks,Farming,"Goldenrod (Seed, Underground, Explosive)"
plantedGoldenrod2_UE,blocks,Farming,"Goldenrod (Growing, Underground, Explosive)"
plantedGoldenrod3_UE,blocks,Farming,"Goldenrod (Underground, Explosive)"
plantedGoldenrod1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_UR,blocks,Farming,"Goldenrod (Seed, Underground, Renewable)"
plantedGoldenrod2_UR,blocks,Farming,"Goldenrod (Growing, Underground, Renewable)"
plantedGoldenrod3_UR,blocks,Farming,"Goldenrod (Underground, Renewable)"
plantedGoldenrod1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_UT,blocks,Farming,"Goldenrod (Seed, Underground, Thorny)"
plantedGoldenrod2_UT,blocks,Farming,"Goldenrod (Growing, Underground, Thorny)"
plantedGoldenrod3_UT,blocks,Farming,"Goldenrod (Underground, Thorny)"
plantedGoldenrod1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_F,blocks,Farming,"Goldenrod (Seed, Fast Growth)"
plantedGoldenrod2_F,blocks,Farming,"Goldenrod (Growing, Fast Growth)"
plantedGoldenrod3_F,blocks,Farming,"Goldenrod (Fast Growth)"
plantedGoldenrod1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_FF,blocks,Farming,"Goldenrod (Seed, Rapid Growth)"
plantedGoldenrod2_FF,blocks,Farming,"Goldenrod (Growing, Rapid Growth)"
plantedGoldenrod3_FF,blocks,Farming,"Goldenrod (Rapid Growth)"
plantedGoldenrod1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_FE,blocks,Farming,"Goldenrod (Seed, Fast Growth, Explosive)"
plantedGoldenrod2_FE,blocks,Farming,"Goldenrod (Growing, Fast Growth, Explosive)"
plantedGoldenrod3_FE,blocks,Farming,"Goldenrod (Fast Growth, Explosive)"
plantedGoldenrod1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_FR,blocks,Farming,"Goldenrod (Seed, Fast Growth, Renewable)"
plantedGoldenrod2_FR,blocks,Farming,"Goldenrod (Growing, Fast Growth, Renewable)"
plantedGoldenrod3_FR,blocks,Farming,"Goldenrod (Fast Growth, Renewable)"
plantedGoldenrod1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_FT,blocks,Farming,"Goldenrod (Seed, Fast Growth, Thorny)"
plantedGoldenrod2_FT,blocks,Farming,"Goldenrod (Growing, Fast Growth, Thorny)"
plantedGoldenrod3_FT,blocks,Farming,"Goldenrod (Fast Growth, Thorny)"
plantedGoldenrod1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_E,blocks,Farming,"Goldenrod (Seed, Explosive)"
plantedGoldenrod2_E,blocks,Farming,"Goldenrod (Growing, Explosive)"
plantedGoldenrod3_E,blocks,Farming,"Goldenrod (Explosive)"
plantedGoldenrod1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_EE,blocks,Farming,"Goldenrod (Seed, Extremely Explosive)"
plantedGoldenrod2_EE,blocks,Farming,"Goldenrod (Growing, Extremely Explosive)"
plantedGoldenrod3_EE,blocks,Farming,"Goldenrod (Extremely Explosive)"
plantedGoldenrod1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_ET,blocks,Farming,"Goldenrod (Seed, Explosive, Thorny)"
plantedGoldenrod2_ET,blocks,Farming,"Goldenrod (Growing, Explosive, Thorny)"
plantedGoldenrod3_ET,blocks,Farming,"Goldenrod (Explosive, Thorny)"
plantedGoldenrod1_ETDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_R,blocks,Farming,"Goldenrod (Seed, Renewable)"
plantedGoldenrod2_R,blocks,Farming,"Goldenrod (Growing, Renewable)"
plantedGoldenrod3_R,blocks,Farming,"Goldenrod (Renewable)"
plantedGoldenrod1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_RT,blocks,Farming,"Goldenrod (Seed, Renewable, Thorny)"
plantedGoldenrod2_RT,blocks,Farming,"Goldenrod (Growing, Renewable, Thorny)"
plantedGoldenrod3_RT,blocks,Farming,"Goldenrod (Renewable, Thorny)"
plantedGoldenrod1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_T,blocks,Farming,"Goldenrod (Seed, Thorny)"
plantedGoldenrod2_T,blocks,Farming,"Goldenrod (Growing, Thorny)"
plantedGoldenrod3_T,blocks,Farming,"Goldenrod (Thorny)"
plantedGoldenrod1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGoldenrod1_TT,blocks,Farming,"Goldenrod (Seed, Extra Thorny)"
plantedGoldenrod2_TT,blocks,Farming,"Goldenrod (Growing, Extra Thorny)"
plantedGoldenrod3_TT,blocks,Farming,"Goldenrod (Extra Thorny)"
plantedGoldenrod1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_,blocks,Farming,"Super Corn (Seed, Enhanced)"
plantedGraceCorn2_,blocks,Farming,"Super Corn (Growing, Enhanced)"
plantedGraceCorn3_,blocks,Farming,"Super Corn (Enhanced)"
plantedGraceCorn1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedGraceCorn1_B,blocks,Farming,"Super Corn (Seed, Bonus)"
plantedGraceCorn2_B,blocks,Farming,"Super Corn (Growing, Bonus)"
plantedGraceCorn3_B,blocks,Farming,"Super Corn (Bonus)"
plantedGraceCorn1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_BB,blocks,Farming,"Super Corn (Seed, Bountiful Bonus)"
plantedGraceCorn2_BB,blocks,Farming,"Super Corn (Growing, Bountiful Bonus)"
plantedGraceCorn3_BB,blocks,Farming,"Super Corn (Bountiful Bonus)"
plantedGraceCorn1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_BU,blocks,Farming,"Super Corn (Seed, Bonus, Underground)"
plantedGraceCorn2_BU,blocks,Farming,"Super Corn (Growing, Bonus, Underground)"
plantedGraceCorn3_BU,blocks,Farming,"Super Corn (Bonus, Underground)"
plantedGraceCorn1_BUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_BF,blocks,Farming,"Super Corn (Seed, Bonus, Fast Growth)"
plantedGraceCorn2_BF,blocks,Farming,"Super Corn (Growing, Bonus, Fast Growth)"
plantedGraceCorn3_BF,blocks,Farming,"Super Corn (Bonus, Fast Growth)"
plantedGraceCorn1_BFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_BR,blocks,Farming,"Super Corn (Seed, Bonus, Renewable)"
plantedGraceCorn2_BR,blocks,Farming,"Super Corn (Growing, Bonus, Renewable)"
plantedGraceCorn3_BR,blocks,Farming,"Super Corn (Bonus, Renewable)"
plantedGraceCorn1_BRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_BT,blocks,Farming,"Super Corn (Seed, Bonus, Thorny)"
plantedGraceCorn2_BT,blocks,Farming,"Super Corn (Growing, Bonus, Thorny)"
plantedGraceCorn3_BT,blocks,Farming,"Super Corn (Bonus, Thorny)"
plantedGraceCorn1_BTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_U,blocks,Farming,"Super Corn (Seed, Underground)"
plantedGraceCorn2_U,blocks,Farming,"Super Corn (Growing, Underground)"
plantedGraceCorn3_U,blocks,Farming,"Super Corn (Underground)"
plantedGraceCorn1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_UF,blocks,Farming,"Super Corn (Seed, Underground, Fast Growth)"
plantedGraceCorn2_UF,blocks,Farming,"Super Corn (Growing, Underground, Fast Growth)"
plantedGraceCorn3_UF,blocks,Farming,"Super Corn (Underground, Fast Growth)"
plantedGraceCorn1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_UE,blocks,Farming,"Super Corn (Seed, Underground, Explosive)"
plantedGraceCorn2_UE,blocks,Farming,"Super Corn (Growing, Underground, Explosive)"
plantedGraceCorn3_UE,blocks,Farming,"Super Corn (Underground, Explosive)"
plantedGraceCorn1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_UR,blocks,Farming,"Super Corn (Seed, Underground, Renewable)"
plantedGraceCorn2_UR,blocks,Farming,"Super Corn (Growing, Underground, Renewable)"
plantedGraceCorn3_UR,blocks,Farming,"Super Corn (Underground, Renewable)"
plantedGraceCorn1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_UT,blocks,Farming,"Super Corn (Seed, Underground, Thorny)"
plantedGraceCorn2_UT,blocks,Farming,"Super Corn (Growing, Underground, Thorny)"
plantedGraceCorn3_UT,blocks,Farming,"Super Corn (Underground, Thorny)"
plantedGraceCorn1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_F,blocks,Farming,"Super Corn (Seed, Fast Growth)"
plantedGraceCorn2_F,blocks,Farming,"Super Corn (Growing, Fast Growth)"
plantedGraceCorn3_F,blocks,Farming,"Super Corn (Fast Growth)"
plantedGraceCorn1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_FF,blocks,Farming,"Super Corn (Seed, Rapid Growth)"
plantedGraceCorn2_FF,blocks,Farming,"Super Corn (Growing, Rapid Growth)"
plantedGraceCorn3_FF,blocks,Farming,"Super Corn (Rapid Growth)"
plantedGraceCorn1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_FE,blocks,Farming,"Super Corn (Seed, Fast Growth, Explosive)"
plantedGraceCorn2_FE,blocks,Farming,"Super Corn (Growing, Fast Growth, Explosive)"
plantedGraceCorn3_FE,blocks,Farming,"Super Corn (Fast Growth, Explosive)"
plantedGraceCorn1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_FR,blocks,Farming,"Super Corn (Seed, Fast Growth, Renewable)"
plantedGraceCorn2_FR,blocks,Farming,"Super Corn (Growing, Fast Growth, Renewable)"
plantedGraceCorn3_FR,blocks,Farming,"Super Corn (Fast Growth, Renewable)"
plantedGraceCorn1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_FT,blocks,Farming,"Super Corn (Seed, Fast Growth, Thorny)"
plantedGraceCorn2_FT,blocks,Farming,"Super Corn (Growing, Fast Growth, Thorny)"
plantedGraceCorn3_FT,blocks,Farming,"Super Corn (Fast Growth, Thorny)"
plantedGraceCorn1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_E,blocks,Farming,"Super Corn (Seed, Explosive)"
plantedGraceCorn2_E,blocks,Farming,"Super Corn (Growing, Explosive)"
plantedGraceCorn3_E,blocks,Farming,"Super Corn (Explosive)"
plantedGraceCorn1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_EE,blocks,Farming,"Super Corn (Seed, Extremely Explosive)"
plantedGraceCorn2_EE,blocks,Farming,"Super Corn (Growing, Extremely Explosive)"
plantedGraceCorn3_EE,blocks,Farming,"Super Corn (Extremely Explosive)"
plantedGraceCorn1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_ET,blocks,Farming,"Super Corn (Seed, Explosive, Thorny)"
plantedGraceCorn2_ET,blocks,Farming,"Super Corn (Growing, Explosive, Thorny)"
plantedGraceCorn3_ET,blocks,Farming,"Super Corn (Explosive, Thorny)"
plantedGraceCorn1_ETDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_R,blocks,Farming,"Super Corn (Seed, Renewable)"
plantedGraceCorn2_R,blocks,Farming,"Super Corn (Growing, Renewable)"
plantedGraceCorn3_R,blocks,Farming,"Super Corn (Renewable)"
plantedGraceCorn1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_RT,blocks,Farming,"Super Corn (Seed, Renewable, Thorny)"
plantedGraceCorn2_RT,blocks,Farming,"Super Corn (Growing, Renewable, Thorny)"
plantedGraceCorn3_RT,blocks,Farming,"Super Corn (Renewable, Thorny)"
plantedGraceCorn1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_T,blocks,Farming,"Super Corn (Seed, Thorny)"
plantedGraceCorn2_T,blocks,Farming,"Super Corn (Growing, Thorny)"
plantedGraceCorn3_T,blocks,Farming,"Super Corn (Thorny)"
plantedGraceCorn1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedGraceCorn1_TT,blocks,Farming,"Super Corn (Seed, Extra Thorny)"
plantedGraceCorn2_TT,blocks,Farming,"Super Corn (Growing, Extra Thorny)"
plantedGraceCorn3_TT,blocks,Farming,"Super Corn (Extra Thorny)"
plantedGraceCorn1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedHop1_,blocks,Farming,"Hop (Seed, Enhanced)"
plantedHop2_,blocks,Farming,"Hop (Growing, Enhanced)"
plantedHop3_,blocks,Farming,"Hop (Enhanced)"
plantedHop1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedHop1_B,blocks,Farming,"Hop (Seed, Bonus)"
plantedHop2_B,blocks,Farming,"Hop (Growing, Bonus)"
plantedHop3_B,blocks,Farming,"Hop (Bonus)"
plantedHop1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedHop1_BB,blocks,Farming,"Hop (Seed, Bountiful Bonus)"
plantedHop2_BB,blocks,Farming,"Hop (Growing, Bountiful Bonus)"
plantedHop3_BB,blocks,Farming,"Hop (Bountiful Bonus)"
plantedHop1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedHop1_BU,blocks,Farming,"Hop (Seed, Bonus, Underground)"
plantedHop2_BU,blocks,Farming,"Hop (Growing, Bonus, Underground)"
